mRNA	microRNA	lncRNA
JAK1	hsa-miR-106b-5p	HCG18
JAK1	hsa-miR-17-5p	HCG18
KAT2B	hsa-miR-106a-5p	HCG18
KAT2B	hsa-miR-106b-5p	HCG18
KAT2B	hsa-miR-17-5p	HCG18
KCNK1	hsa-miR-93-5p	HCG18
KIAA0430	hsa-miR-9-5p	HCG18
KIAA0513	hsa-miR-106b-5p	HCG18
KIAA0513	hsa-miR-17-5p	HCG18
KIAA1715	hsa-miR-30c-5p	HCG18
KIF13A	hsa-miR-106a-5p	HCG18
KIF13A	hsa-miR-106b-5p	HCG18
KIF18B	hsa-miR-195-5p	HCG18
KIF18B	hsa-miR-497-5p	HCG18
KIF1C	hsa-miR-9-5p	HCG18
KIF23	hsa-miR-195-5p	HCG18
KIF23	hsa-miR-497-5p	HCG18
KIF2C	hsa-miR-195-5p	HCG18
KIF2C	hsa-miR-30a-5p	HCG18
KIF2C	hsa-miR-30d-5p	HCG18
KIF3B	hsa-miR-15a-5p	HCG18
KIF5B	hsa-miR-30c-5p	HCG18
KLHL20	hsa-miR-106b-5p	HCG18
KTN1	hsa-miR-34a-5p	HCG18
LAPTM4A	hsa-miR-106b-5p	HCG18
LAPTM4A	hsa-miR-17-5p	HCG18
LAPTM4A	hsa-miR-93-5p	HCG18
LATS2	hsa-miR-106b-5p	HCG18
LATS2	hsa-miR-93-5p	HCG18
LCLAT1	hsa-miR-30c-5p	HCG18
LCOR	hsa-miR-30c-5p	HCG18
LETMD1	hsa-miR-152-3p	HCG18
LOC221710	hsa-miR-34a-5p	HCG18
LONP2	hsa-miR-17-5p	HCG18
LONP2	hsa-miR-20a-5p	HCG18
LRRC42	hsa-miR-30d-5p	HCG18
LTBP2	hsa-miR-106a-5p	HCG18
LTBP2	hsa-miR-106b-5p	HCG18
LTBP2	hsa-miR-17-5p	HCG18
LTBP2	hsa-miR-20a-5p	HCG18
LTBP2	hsa-miR-20b-5p	HCG18
LTBP2	hsa-miR-93-5p	HCG18
LUM	hsa-miR-106a-5p	HCG18
LUM	hsa-miR-106b-5p	HCG18
LUM	hsa-miR-17-5p	HCG18
LUM	hsa-miR-20a-5p	HCG18
LUM	hsa-miR-93-5p	HCG18
LYST	hsa-miR-106b-5p	HCG18
LYST	hsa-miR-17-5p	HCG18
MAGI3	hsa-miR-148b-3p	HCG18
MAGI3	hsa-miR-17-5p	HCG18
MAGI3	hsa-miR-20b-5p	HCG18
MAN1A2	hsa-miR-30c-5p	HCG18
MAN1A2	hsa-miR-34a-5p	HCG18
MAN1C1	hsa-miR-106b-5p	HCG18
MAP3K1	hsa-miR-193b-3p	HCG18
MAP3K2	hsa-miR-30c-5p	HCG18
MAPK6	hsa-miR-30b-5p	HCG18
MAPK6	hsa-miR-30c-5p	HCG18
MAPK6	hsa-miR-30d-5p	HCG18
MAPK9	hsa-miR-17-5p	HCG18
MAPRE3	hsa-miR-17-5p	HCG18
MARCKS	hsa-miR-30b-5p	HCG18
MARCKS	hsa-miR-30d-5p	HCG18
MAST3	hsa-miR-106b-5p	HCG18
MAT2B	hsa-miR-93-5p	HCG18
MATN3	hsa-miR-106a-5p	HCG18
MATN3	hsa-miR-106b-5p	HCG18
MATN3	hsa-miR-17-5p	HCG18
MATN3	hsa-miR-93-5p	HCG18
MBNL1	hsa-miR-17-5p	HCG18
MBNL1	hsa-miR-20b-5p	HCG18
MBNL2	hsa-miR-93-5p	HCG18
MBP	hsa-miR-106a-5p	HCG18
MCC	hsa-miR-106b-5p	HCG18
MDM4	hsa-miR-152-3p	HCG18
MECOM	hsa-miR-9-5p	HCG18
MESDC2	hsa-miR-30b-5p	HCG18
MESDC2	hsa-miR-30c-5p	HCG18
MFSD6	hsa-miR-146b-5p	HCG18
MIB1	hsa-miR-34a-5p	HCG18
MICAL2	hsa-miR-17-5p	HCG18
MKI67	hsa-miR-133a-3p	HCG18
MLL5	hsa-miR-106a-5p	HCG18
MMP2	hsa-miR-106b-5p	HCG18
MOSC2	hsa-miR-106b-5p	HCG18
MPHOSPH6	hsa-miR-30d-5p	HCG18
MRPS22	hsa-miR-30d-5p	HCG18
MRPS25	hsa-miR-152-3p	HCG18
MSL1	hsa-miR-195-5p	HCG18
MTDH	hsa-miR-30c-5p	HCG18
MTHFD1L	hsa-miR-30d-5p	HCG18
MTPAP	hsa-miR-30a-5p	HCG18
MYBL1	hsa-miR-30a-5p	HCG18
MYLK	hsa-miR-106a-5p	HCG18
MYLK	hsa-miR-106b-5p	HCG18
MYLK	hsa-miR-17-5p	HCG18
MYO1D	hsa-miR-20a-5p	HCG18
MYO5C	hsa-miR-9-5p	HCG18
MYST3	hsa-miR-30c-5p	HCG18
MYST3	hsa-miR-34a-5p	HCG18
N4BP1	hsa-miR-106b-5p	HCG18
N4BP1	hsa-miR-17-5p	HCG18
NAA25	hsa-miR-30a-5p	HCG18
NAA25	hsa-miR-497-5p	HCG18
NAV1	hsa-miR-30a-5p	HCG18
NBEAL1	hsa-miR-106b-5p	HCG18
NBL1	hsa-miR-106b-5p	HCG18
NBR1	hsa-miR-93-5p	HCG18
NCEH1	hsa-miR-17-5p	HCG18
NCEH1	hsa-miR-20a-5p	HCG18
NCS1	hsa-miR-148b-3p	HCG18
NCS1	hsa-miR-30d-5p	HCG18
NEO1	hsa-miR-15a-5p	HCG18
NFIA	hsa-miR-9-5p	HCG18
NFIC	hsa-miR-106a-5p	HCG18
NFIC	hsa-miR-106b-5p	HCG18
NFIC	hsa-miR-17-5p	HCG18
NFIC	hsa-miR-20a-5p	HCG18
NFIC	hsa-miR-20b-5p	HCG18
NFIC	hsa-miR-93-5p	HCG18
NMD3	hsa-miR-30b-5p	HCG18
NMD3	hsa-miR-30c-5p	HCG18
NMD3	hsa-miR-30d-5p	HCG18
NOD1	hsa-miR-193a-3p	HCG18
NRBP1	hsa-miR-30d-5p	HCG18
NRBP1	hsa-miR-30e-5p	HCG18
NTN4	hsa-miR-106b-5p	HCG18
NTN4	hsa-miR-17-5p	HCG18
NUP160	hsa-miR-34a-5p	HCG18
NUP205	hsa-miR-133a-3p	HCG18
OCRL	hsa-miR-195-5p	HCG18
OCRL	hsa-miR-497-5p	HCG18
OIP5	hsa-miR-195-5p	HCG18
OIP5	hsa-miR-497-5p	HCG18
OSMR	hsa-miR-106a-5p	HCG18
OSMR	hsa-miR-17-5p	HCG18
OSMR	hsa-miR-20a-5p	HCG18
OTX1	hsa-miR-195-5p	HCG18
PAFAH1B2	hsa-miR-15a-5p	HCG18
PAFAH1B2	hsa-miR-30b-5p	HCG18
PAFAH1B2	hsa-miR-30c-5p	HCG18
PAFAH1B2	hsa-miR-34a-5p	HCG18
PAFAH2	hsa-miR-17-5p	HCG18
PAM	hsa-miR-106b-5p	HCG18
PAM	hsa-miR-17-5p	HCG18
PAM	hsa-miR-93-5p	HCG18
PAPOLA	hsa-miR-30a-5p	HCG18
PAPOLA	hsa-miR-30c-5p	HCG18
PAPOLA	hsa-miR-34a-5p	HCG18
PAPOLA	hsa-miR-34c-5p	HCG18
PARD6B	hsa-miR-20b-5p	HCG18
PAX9	hsa-miR-30a-5p	HCG18
PCBP2	hsa-miR-497-5p	HCG18
PCGF5	hsa-miR-15a-5p	HCG18
PCGF5	hsa-miR-424-5p	HCG18
PDAP1	hsa-miR-30d-5p	HCG18
PDCD10	hsa-miR-30d-5p	HCG18
PDGFRB	hsa-miR-106b-5p	HCG18
PFN2	hsa-miR-30d-5p	HCG18
PFN2	hsa-miR-30e-5p	HCG18
PIAS1	hsa-miR-34a-5p	HCG18
PIGX	hsa-miR-30a-5p	HCG18
PIK3R1	hsa-miR-106b-5p	HCG18
PIK3R1	hsa-miR-17-5p	HCG18
PKD2	hsa-miR-106b-5p	HCG18
PKN2	hsa-miR-34a-5p	HCG18
PLEKHA1	hsa-miR-15a-5p	HCG18
PLEKHM1	hsa-miR-106b-5p	HCG18
PLEKHO2	hsa-miR-106b-5p	HCG18
PLS1	hsa-miR-106a-5p	HCG18
PLS1	hsa-miR-20a-5p	HCG18
PLSCR4	hsa-miR-106b-5p	HCG18
PLSCR4	hsa-miR-93-5p	HCG18
PLXNA2	hsa-miR-9-5p	HCG18
PLXNC1	hsa-miR-106b-5p	HCG18
PMP22	hsa-miR-106b-5p	HCG18
PMP22	hsa-miR-93-5p	HCG18
POLK	hsa-miR-106b-5p	HCG18
POLQ	hsa-miR-195-5p	HCG18
POLQ	hsa-miR-497-5p	HCG18
POLR1A	hsa-miR-195-5p	HCG18
POU2F1	hsa-miR-15a-5p	HCG18
PPM1L	hsa-miR-146b-5p	HCG18
PPP1R13B	hsa-miR-9-5p	HCG18
PPP3CA	hsa-miR-106a-5p	HCG18
PPP3CA	hsa-miR-20b-5p	HCG18
PPP3CA	hsa-miR-93-5p	HCG18
PPP3R1	hsa-miR-30c-5p	HCG18
PPP3R1	hsa-miR-34a-5p	HCG18
PRDM6	hsa-miR-106b-5p	HCG18
PRDM6	hsa-miR-17-5p	HCG18
PRDM6	hsa-miR-93-5p	HCG18
PREX1	hsa-miR-106b-5p	HCG18
PRKAR1A	hsa-miR-93-5p	HCG18
PRKRIR	hsa-miR-34a-5p	HCG18
PRNP	hsa-miR-106b-5p	HCG18
PRNP	hsa-miR-148b-3p	HCG18
PRNP	hsa-miR-17-5p	HCG18
PRNP	hsa-miR-20a-5p	HCG18
PRRG4	hsa-miR-106a-5p	HCG18
PRRG4	hsa-miR-17-5p	HCG18
PRRG4	hsa-miR-20a-5p	HCG18
PRRG4	hsa-miR-93-5p	HCG18
PSAT1	hsa-miR-30a-5p	HCG18
PSMD7	hsa-miR-30d-5p	HCG18
PSME3	hsa-miR-30b-5p	HCG18
PSME3	hsa-miR-30c-5p	HCG18
PSME3	hsa-miR-30d-5p	HCG18
PSME3	hsa-miR-30e-5p	HCG18
PSME3	hsa-miR-497-5p	HCG18
PTBP1	hsa-miR-133a-3p	HCG18
PTBP1	hsa-miR-30a-5p	HCG18
PTBP1	hsa-miR-30d-5p	HCG18
PTEN	hsa-miR-106a-5p	HCG18
PTEN	hsa-miR-17-5p	HCG18
PTEN	hsa-miR-20b-5p	HCG18
PTGER4	hsa-miR-106b-5p	HCG18
PTGFRN	hsa-miR-30b-5p	HCG18
PTGFRN	hsa-miR-30d-5p	HCG18
PTMA	hsa-miR-133a-3p	HCG18
PTMA	hsa-miR-30a-5p	HCG18
PTPN13	hsa-miR-106b-5p	HCG18
PTPN13	hsa-miR-17-5p	HCG18
PTPN21	hsa-miR-106b-5p	HCG18
PTPRD	hsa-miR-106b-5p	HCG18
PTPRE	hsa-miR-193a-3p	HCG18
PTPRE	hsa-miR-193b-3p	HCG18
PTPRE	hsa-miR-9-5p	HCG18
PTPRJ	hsa-miR-106b-5p	HCG18
PURA	hsa-miR-93-5p	HCG18
RAB10	hsa-miR-30b-5p	HCG18
RAB10	hsa-miR-30c-5p	HCG18
RAB10	hsa-miR-30d-5p	HCG18
RAB10	hsa-miR-30e-5p	HCG18
RAB10	hsa-miR-497-5p	HCG18
RAB11FIP5	hsa-miR-106b-5p	HCG18
RAB11FIP5	hsa-miR-17-5p	HCG18
RAB11FIP5	hsa-miR-20a-5p	HCG18
RACGAP1	hsa-miR-195-5p	HCG18
RACGAP1	hsa-miR-497-5p	HCG18
RAD23B	hsa-miR-30c-5p	HCG18
RAD51	hsa-miR-195-5p	HCG18
RAD51	hsa-miR-497-5p	HCG18
RAD51AP1	hsa-miR-30b-5p	HCG18
RAI2	hsa-miR-106b-5p	HCG18
RAPGEF2	hsa-miR-106a-5p	HCG18
RAPGEF2	hsa-miR-106b-5p	HCG18
RAPGEF6	hsa-miR-193b-3p	HCG18
RAPH1	hsa-miR-106a-5p	HCG18
RAPH1	hsa-miR-17-5p	HCG18
RAPH1	hsa-miR-20a-5p	HCG18
RAPH1	hsa-miR-320b	HCG18
RAPH1	hsa-miR-93-5p	HCG18
RASA1	hsa-miR-106b-5p	HCG18
RB1	hsa-miR-93-5p	HCG18
RB1	hsa-miR-93-5p	HCG18
RBBP5	hsa-miR-34a-5p	HCG18
RBL2	hsa-miR-106a-5p	HCG18
RBL2	hsa-miR-106b-5p	HCG18
RBM25	hsa-miR-152-3p	HCG18
RBMS2	hsa-miR-106b-5p	HCG18
RBMS2	hsa-miR-17-5p	HCG18
RBMS2	hsa-miR-20b-5p	HCG18
RBMS2	hsa-miR-93-5p	HCG18
RBMS3	hsa-miR-106a-5p	HCG18
RBMS3	hsa-miR-17-5p	HCG18
RBMS3	hsa-miR-20a-5p	HCG18
RBPMS	hsa-miR-106b-5p	HCG18
RBPMS	hsa-miR-93-5p	HCG18
RECK	hsa-miR-106b-5p	HCG18
REEP5	hsa-miR-106b-5p	HCG18
REEP5	hsa-miR-17-5p	HCG18
REEP5	hsa-miR-93-5p	HCG18
RFWD3	hsa-miR-30c-5p	HCG18
RFWD3	hsa-miR-497-5p	HCG18
RGL1	hsa-miR-193b-3p	HCG18
RNASEL	hsa-miR-106b-5p	HCG18
RNASEL	hsa-miR-17-5p	HCG18
RNASEL	hsa-miR-93-5p	HCG18
RNF111	hsa-miR-15a-5p	HCG18
RNF150	hsa-miR-146b-5p	HCG18
RNF169	hsa-miR-34a-5p	HCG18
RNF19A	hsa-miR-193b-3p	HCG18
RNF34	hsa-miR-30a-5p	HCG18
RNF34	hsa-miR-30b-5p	HCG18
RNF34	hsa-miR-30d-5p	HCG18
RNH1	hsa-miR-106b-5p	HCG18
RPIA	hsa-miR-34a-5p	HCG18
RPS6KA2	hsa-miR-93-5p	HCG18
RPS6KA3	hsa-miR-106a-5p	HCG18
RPS6KA3	hsa-miR-17-5p	HCG18
RPS6KA3	hsa-miR-20a-5p	HCG18
RSF1	hsa-miR-30c-5p	HCG18
RUFY1	hsa-miR-93-5p	HCG18
RUNX1	hsa-miR-106b-5p	HCG18
RUNX1	hsa-miR-17-5p	HCG18
SAE1	hsa-miR-30e-5p	HCG18
SCAMP2	hsa-miR-106a-5p	HCG18
SCAMP2	hsa-miR-106b-5p	HCG18
SCAMP2	hsa-miR-17-5p	HCG18
SCAMP2	hsa-miR-93-5p	HCG18
SCLT1	hsa-miR-30b-5p	HCG18
SCLT1	hsa-miR-30d-5p	HCG18
SCML2	hsa-miR-30a-5p	HCG18
SCML2	hsa-miR-34a-5p	HCG18
SCP2	hsa-miR-93-5p	HCG18
SDC1	hsa-miR-148b-3p	HCG18
SDC1	hsa-miR-196a-5p	HCG18
SEC23A	hsa-miR-30a-5p	HCG18
SEC23A	hsa-miR-30d-5p	HCG18
SEC24A	hsa-miR-30c-5p	HCG18
SEC62	hsa-miR-93-5p	HCG18
SEMA4B	hsa-miR-30d-5p	HCG18
SENP1	hsa-miR-133a-3p	HCG18
SERPINB8	hsa-miR-106b-5p	HCG18
SERPINB8	hsa-miR-93-5p	HCG18
SFXN5	hsa-miR-195-5p	HCG18
SGK269	hsa-miR-106b-5p	HCG18
SH2B3	hsa-miR-106b-5p	HCG18
SHOC2	hsa-miR-20b-5p	HCG18
SHOC2	hsa-miR-93-5p	HCG18
SIRPA	hsa-miR-106b-5p	HCG18
SIRT3	hsa-miR-196b-5p	HCG18
SKP2	hsa-miR-30b-5p	HCG18
SKP2	hsa-miR-30d-5p	HCG18
SLAIN2	hsa-miR-106a-5p	HCG18
SLAIN2	hsa-miR-17-5p	HCG18
SLAIN2	hsa-miR-20a-5p	HCG18
SLAIN2	hsa-miR-93-5p	HCG18
SLC22A3	hsa-miR-9-5p	HCG18
SLC22A3	hsa-miR-93-5p	HCG18
SLC33A1	hsa-miR-30b-5p	HCG18
SLC33A1	hsa-miR-30c-5p	HCG18
SLC38A7	hsa-miR-30d-5p	HCG18
SLC39A8	hsa-miR-196b-5p	HCG18
SLC39A8	hsa-miR-93-5p	HCG18
SLC40A1	hsa-miR-106a-5p	HCG18
SLC40A1	hsa-miR-106b-5p	HCG18
SLC40A1	hsa-miR-17-5p	HCG18
SLC40A1	hsa-miR-20a-5p	HCG18
SLC40A1	hsa-miR-20b-5p	HCG18
SLC40A1	hsa-miR-93-5p	HCG18
SLC9A6	hsa-miR-20a-5p	HCG18
SLC9A8	hsa-miR-152-3p	HCG18
SMARCA2	hsa-miR-106b-5p	HCG18
SMARCD3	hsa-miR-106b-5p	HCG18
SMNDC1	hsa-miR-34a-5p	HCG18
SMOC1	hsa-miR-146b-5p	HCG18
SNAI1	hsa-miR-30d-5p	HCG18
SNF8	hsa-miR-30d-5p	HCG18
SNF8	hsa-miR-30e-5p	HCG18
SNRPD1	hsa-miR-30a-5p	HCG18
SNRPD1	hsa-miR-30c-5p	HCG18
SNRPD1	hsa-miR-30d-5p	HCG18
SOCS5	hsa-miR-15a-5p	HCG18
SPATS2	hsa-miR-497-5p	HCG18
SPOP	hsa-miR-320b	HCG18
SPRED1	hsa-miR-106a-5p	HCG18
SPRED1	hsa-miR-106b-5p	HCG18
SPRED1	hsa-miR-17-5p	HCG18
SPRED1	hsa-miR-196b-5p	HCG18
SPRED1	hsa-miR-20a-5p	HCG18
SPRED1	hsa-miR-20b-5p	HCG18
SPRED1	hsa-miR-93-5p	HCG18
SPRY4	hsa-miR-106b-5p	HCG18
SPTY2D1	hsa-miR-15a-5p	HCG18
SPTY2D1	hsa-miR-34a-5p	HCG18
SRP54	hsa-miR-30a-5p	HCG18
SRPX	hsa-miR-106b-5p	HCG18
SRPX	hsa-miR-93-5p	HCG18
SSR1	hsa-miR-34a-5p	HCG18
SSX2IP	hsa-miR-30b-5p	HCG18
SSX2IP	hsa-miR-30c-5p	HCG18
SSX2IP	hsa-miR-30d-5p	HCG18
STAG1	hsa-miR-34a-5p	HCG18
STAT3	hsa-miR-93-5p	HCG18
STC1	hsa-miR-30a-5p	HCG18
STC1	hsa-miR-30d-5p	HCG18
STEAP1	hsa-miR-30d-5p	HCG18
STK17B	hsa-miR-106a-5p	HCG18
STK17B	hsa-miR-20b-5p	HCG18
STK17B	hsa-miR-93-5p	HCG18
STK38L	hsa-miR-30b-5p	HCG18
STK38L	hsa-miR-30c-5p	HCG18
STK38L	hsa-miR-30e-5p	HCG18
STOM	hsa-miR-106b-5p	HCG18
STOM	hsa-miR-17-5p	HCG18
STOM	hsa-miR-93-5p	HCG18
STRAP	hsa-miR-30b-5p	HCG18
STRAP	hsa-miR-30c-5p	HCG18
STRAP	hsa-miR-30d-5p	HCG18
STRAP	hsa-miR-30e-5p	HCG18
STX16	hsa-miR-152-3p	HCG18
STXBP1	hsa-miR-193a-3p	HCG18
STXBP5	hsa-miR-30b-5p	HCG18
STXBP5	hsa-miR-30d-5p	HCG18
SUMO2	hsa-miR-133a-3p	HCG18
SUSD1	hsa-miR-106b-5p	HCG18
SUV39H2	hsa-miR-30a-5p	HCG18
SUZ12	hsa-miR-30a-5p	HCG18
SUZ12	hsa-miR-30c-5p	HCG18
SUZ12	hsa-miR-497-5p	HCG18
SV2A	hsa-miR-30a-5p	HCG18
SV2A	hsa-miR-30d-5p	HCG18
SYNE1	hsa-miR-106a-5p	HCG18
SYNE1	hsa-miR-106b-5p	HCG18
SYNE1	hsa-miR-17-5p	HCG18
SYNE1	hsa-miR-196b-5p	HCG18
SYNE1	hsa-miR-20b-5p	HCG18
SYNE1	hsa-miR-93-5p	HCG18
SYNJ1	hsa-miR-148b-3p	HCG18
SYNJ1	hsa-miR-193b-3p	HCG18
TAGAP	hsa-miR-106b-5p	HCG18
TAOK1	hsa-miR-30c-5p	HCG18
TAOK3	hsa-miR-106a-5p	HCG18
TAOK3	hsa-miR-106b-5p	HCG18
TAOK3	hsa-miR-17-5p	HCG18
TAOK3	hsa-miR-20a-5p	HCG18
TBC1D10B	hsa-miR-30d-5p	HCG18
TBL1X	hsa-miR-146a-5p	HCG18
TDG	hsa-miR-30a-5p	HCG18
TDG	hsa-miR-30b-5p	HCG18
TDG	hsa-miR-30c-5p	HCG18
TDG	hsa-miR-30d-5p	HCG18
TEX2	hsa-miR-106a-5p	HCG18
TFDP1	hsa-miR-30b-5p	HCG18
TFDP1	hsa-miR-30c-5p	HCG18
TFDP1	hsa-miR-30d-5p	HCG18
TGFB1I1	hsa-miR-106b-5p	HCG18
TGFBR2	hsa-miR-106a-5p	HCG18
TGFBR2	hsa-miR-106b-5p	HCG18
TGFBR2	hsa-miR-17-5p	HCG18
TGFBR2	hsa-miR-196b-5p	HCG18
TGFBR2	hsa-miR-20a-5p	HCG18
TGFBR2	hsa-miR-20b-5p	HCG18
TGFBR2	hsa-miR-9-5p	HCG18
TGFBR2	hsa-miR-93-5p	HCG18
TGOLN2	hsa-miR-93-5p	HCG18
TGS1	hsa-miR-34a-5p	HCG18
TIMM8A	hsa-miR-133a-3p	HCG18
TIMP2	hsa-miR-106b-5p	HCG18
TIMP3	hsa-miR-106a-5p	HCG18
TIMP3	hsa-miR-106b-5p	HCG18
TIPIN	hsa-miR-30d-5p	HCG18
TJP1	hsa-miR-106a-5p	HCG18
TJP1	hsa-miR-93-5p	HCG18
TLK1	hsa-miR-30c-5p	HCG18
TLK1	hsa-miR-497-5p	HCG18
TLK2	hsa-miR-497-5p	HCG18
TMEM127	hsa-miR-106a-5p	HCG18
TMEM127	hsa-miR-15b-5p	HCG18
TMEM127	hsa-miR-17-5p	HCG18
TMEM127	hsa-miR-20a-5p	HCG18
TMEM127	hsa-miR-93-5p	HCG18
TMEM30A	hsa-miR-93-5p	HCG18
TMEM43	hsa-miR-106a-5p	HCG18
TMEM43	hsa-miR-148b-3p	HCG18
TMEM43	hsa-miR-17-5p	HCG18
TMEM43	hsa-miR-93-5p	HCG18
TMEM87A	hsa-miR-106a-5p	HCG18
TMEM87A	hsa-miR-106b-5p	HCG18
TMEM87A	hsa-miR-193a-3p	HCG18
TMEM87A	hsa-miR-196b-5p	HCG18
TMEM87A	hsa-miR-20b-5p	HCG18
TMEM87A	hsa-miR-93-5p	HCG18
TNFSF10	hsa-miR-17-5p	HCG18
TNFSF12	hsa-miR-106a-5p	HCG18
TNFSF12	hsa-miR-106b-5p	HCG18
TNFSF12	hsa-miR-17-5p	HCG18
TNFSF12	hsa-miR-196b-5p	HCG18
TNFSF12	hsa-miR-93-5p	HCG18
TNS1	hsa-miR-106a-5p	HCG18
TNS1	hsa-miR-106b-5p	HCG18
TNS1	hsa-miR-17-5p	HCG18
TNS1	hsa-miR-9-5p	HCG18
TNS1	hsa-miR-93-5p	HCG18
TOLLIP	hsa-miR-106b-5p	HCG18
TOMM40	hsa-miR-30a-5p	HCG18
TOMM40	hsa-miR-30d-5p	HCG18
TPM4	hsa-miR-30b-5p	HCG18
TPM4	hsa-miR-30d-5p	HCG18
TPP1	hsa-miR-106a-5p	HCG18
TPP1	hsa-miR-17-5p	HCG18
TRAM1	hsa-miR-93-5p	HCG18
TRIAP1	hsa-miR-30a-5p	HCG18
TRIAP1	hsa-miR-30d-5p	HCG18
TRIM22	hsa-miR-106b-5p	HCG18
TRIM4	hsa-miR-106a-5p	HCG18
TRIM44	hsa-miR-34a-5p	HCG18
TRIM8	hsa-miR-106a-5p	HCG18
TRIM8	hsa-miR-20b-5p	HCG18
TSHZ3	hsa-miR-106b-5p	HCG18
TSN	hsa-miR-34a-5p	HCG18
TSPAN3	hsa-miR-20a-5p	HCG18
TSPAN3	hsa-miR-93-5p	HCG18
TSPAN4	hsa-miR-106b-5p	HCG18
TSPAN4	hsa-miR-93-5p	HCG18
TUBB3	hsa-miR-30a-5p	HCG18
TUBB3	hsa-miR-30d-5p	HCG18
TUBB3	hsa-miR-30e-5p	HCG18
TUBGCP4	hsa-miR-30b-5p	HCG18
TWF1	hsa-miR-30b-5p	HCG18
TWF1	hsa-miR-30c-5p	HCG18
TWF1	hsa-miR-30d-5p	HCG18
TXNDC15	hsa-miR-106b-5p	HCG18
TXNDC15	hsa-miR-93-5p	HCG18
TXNIP	hsa-miR-106a-5p	HCG18
TXNIP	hsa-miR-106b-5p	HCG18
TXNIP	hsa-miR-17-5p	HCG18
UBE2O	hsa-miR-30a-5p	HCG18
UBE2V2	hsa-miR-30a-5p	HCG18
UBE2V2	hsa-miR-30d-5p	HCG18
UBE3C	hsa-miR-30b-5p	HCG18
UBL3	hsa-miR-20b-5p	HCG18
UBR1	hsa-miR-106b-5p	HCG18
UBR3	hsa-miR-15a-5p	HCG18
UNG	hsa-miR-34a-5p	HCG18
UNG	hsa-miR-497-5p	HCG18
USP14	hsa-miR-195-5p	HCG18
USP14	hsa-miR-30c-5p	HCG18
USP14	hsa-miR-30d-5p	HCG18
USP37	hsa-miR-34a-5p	HCG18
USP54	hsa-miR-106a-5p	HCG18
USP54	hsa-miR-17-5p	HCG18
USP54	hsa-miR-20b-5p	HCG18
UVRAG	hsa-miR-34a-5p	HCG18
UXS1	hsa-miR-20b-5p	HCG18
UXS1	hsa-miR-93-5p	HCG18
VOPP1	hsa-miR-30d-5p	HCG18
VPS13C	hsa-miR-106b-5p	HCG18
VPS13C	hsa-miR-17-5p	HCG18
VPS13C	hsa-miR-93-5p	HCG18
VWA5A	hsa-miR-93-5p	HCG18
WAC	hsa-miR-34a-5p	HCG18
WBSCR17	hsa-miR-106b-5p	HCG18
WDFY3	hsa-miR-106b-5p	HCG18
WDR43	hsa-miR-30a-5p	HCG18
WDR43	hsa-miR-30b-5p	HCG18
WDR43	hsa-miR-30c-5p	HCG18
WDR43	hsa-miR-497-5p	HCG18
WDR45L	hsa-miR-30a-5p	HCG18
WDR67	hsa-miR-497-5p	HCG18
WDR82	hsa-miR-30c-5p	HCG18
WFS1	hsa-miR-106b-5p	HCG18
WHSC1	hsa-miR-195-5p	HCG18
WHSC1	hsa-miR-30d-5p	HCG18
WHSC1	hsa-miR-497-5p	HCG18
WNK1	hsa-miR-320b	HCG18
XPO1	hsa-miR-133a-3p	HCG18
XPO1	hsa-miR-30d-5p	HCG18
XPO5	hsa-miR-34a-5p	HCG18
YARS2	hsa-miR-195-5p	HCG18
YARS2	hsa-miR-497-5p	HCG18
YES1	hsa-miR-133a-3p	HCG18
YES1	hsa-miR-30b-5p	HCG18
YES1	hsa-miR-30c-5p	HCG18
YME1L1	hsa-miR-30c-5p	HCG18
YPEL5	hsa-miR-93-5p	HCG18
YWHAG	hsa-miR-30a-5p	HCG18
YWHAG	hsa-miR-30c-5p	HCG18
YWHAG	hsa-miR-30d-5p	HCG18
YWHAG	hsa-miR-30e-5p	HCG18
YWHAQ	hsa-miR-30c-5p	HCG18
YWHAQ	hsa-miR-34a-5p	HCG18
YWHAQ	hsa-miR-497-5p	HCG18
YWHAZ	hsa-miR-30c-5p	HCG18
YY1	hsa-miR-34a-5p	HCG18
ZBTB10	hsa-miR-30c-5p	HCG18
ZBTB4	hsa-miR-106a-5p	HCG18
ZBTB4	hsa-miR-106b-5p	HCG18
ZBTB4	hsa-miR-20b-5p	HCG18
ZBTB4	hsa-miR-9-5p	HCG18
ZBTB4	hsa-miR-93-5p	HCG18
ZBTB47	hsa-miR-106b-5p	HCG18
ZBTB7A	hsa-miR-106a-5p	HCG18
ZBTB7A	hsa-miR-106b-5p	HCG18
ZC3H11A	hsa-miR-378a-3p	HCG18
ZDHHC1	hsa-miR-106b-5p	HCG18
ZDHHC9	hsa-miR-106a-5p	HCG18
ZDHHC9	hsa-miR-17-5p	HCG18
ZDHHC9	hsa-miR-196b-5p	HCG18
ZDHHC9	hsa-miR-20a-5p	HCG18
ZFP91	hsa-miR-34a-5p	HCG18
ZFPM2	hsa-miR-106a-5p	HCG18
ZFPM2	hsa-miR-106b-5p	HCG18
ZFPM2	hsa-miR-17-5p	HCG18
ZFPM2	hsa-miR-20a-5p	HCG18
ZFPM2	hsa-miR-93-5p	HCG18
ZFYVE26	hsa-miR-152-3p	HCG18
ZNF25	hsa-miR-106b-5p	HCG18
ZNF318	hsa-miR-34a-5p	HCG18
